account,caption,datetime,day,followers,following,hashtags,isvideo,link,mentions,no_posts,target_lv,timeofday
munchkintheteddybear,"I named my new toy Dina the Dinosaur ?

If you're lucky like me you can get extra toys in your @BarkBox! ???
Use code MUNCHKIN to get discounts on new #BarkBox subscriptions and freebies on @barkshop!",2017-08-28T20:14:10.000Z,Monday,137000,251,1,False,https://www.instagram.com/p/BYWbmaLgcpn/?taken-by=munchkintheteddybear,2,1287,1853,night
munchkintheteddybear,"Me in all my dogness ??
#NationalDogDay #NakeyMunchkin",2017-08-26T16:45:37.000Z,Saturday,137000,251,2,False,https://www.instagram.com/p/BYQ6JOAAK16/?taken-by=munchkintheteddybear,0,1287,2585,evening
munchkintheteddybear,"Nap time. I covered my privates with my emoji app sticker ???
...
Download my APP from link in bio!? #MunchkinMOJI",2017-08-23T18:54:22.000Z,Wednesday,137000,251,1,False,https://www.instagram.com/p/BYJafgcgLNC/?taken-by=munchkintheteddybear,0,1287,1988,evening
munchkintheteddybear,"Back to School with my teddy bear backpack ???
(#throwback on a Monday)",2017-08-21T15:11:26.000Z,Monday,137000,251,1,False,https://www.instagram.com/p/BYD3Y7Lgxz1/?taken-by=munchkintheteddybear,0,1287,2520,midday
munchkintheteddybear,When you're the only bear invited to the 80's theme party ???,2017-08-20T04:25:16.000Z,Sunday,137000,251,0,False,https://www.instagram.com/p/BYAIpYeAFqZ/?taken-by=munchkintheteddybear,0,1287,2649,night
munchkintheteddybear,"Done. Just, done ???",2017-08-16T20:17:31.000Z,Wednesday,137000,251,0,False,https://www.instagram.com/p/BX3iceMFqjG/?taken-by=munchkintheteddybear,0,1287,4786,night
munchkintheteddybear,"Munchkinception ??
...
Get FREE shipping on everything in my shop All Week Long! Aug 14 - Aug 20 use code FS0817 ?
bit.ly/MunchkinShop",2017-08-14T19:24:50.000Z,Monday,137000,251,0,False,https://www.instagram.com/p/BXyS00Ugp1u/?taken-by=munchkintheteddybear,0,1287,2319,night
talk_to_the_paw,There's a fine line between laziness and exercise. #BurnedAtLeast2Calories #AskYourVetIfGettingOffYourAzzIsRightForYou,2017-09-11T00:57:43.000Z,Monday,137000,359,2,True,https://www.instagram.com/p/BY4aYgWAOz1/?taken-by=talk_to_the_paw,0,1722,2526,night
talk_to_the_paw,Every girl likes a man in uniform and that's why I'm sending Ozzy to Mimo for her 4th birthday! #Mimos4thBirthday #GoodRiddance #NoBacks #NotAManButCloseEnough #DoYouKnowMimo #OsvaldTheSailor,2017-09-10T02:38:14.000Z,Sunday,137000,359,6,False,https://www.instagram.com/p/BY2BF2AA-Ht/?taken-by=talk_to_the_paw,0,1722,2571,night
talk_to_the_paw,Nobody knows where his leg went. #Nobody #OsvaldTheTripod,2017-09-09T02:35:02.000Z,Saturday,137000,359,2,False,https://www.instagram.com/p/BYzb7iQAZh7/?taken-by=talk_to_the_paw,0,1722,2759,night
talk_to_the_paw,? Once I was a mermaid. #NoSquidding #TBT #Purrmaid,2017-09-08T01:58:00.000Z,Friday,137000,359,3,False,https://www.instagram.com/p/BYwy5fVg_ST/?taken-by=talk_to_the_paw,0,1722,1663,night
talk_to_the_paw,Yoga skill level negative 3. #OsvaldTheSlouch,2017-09-07T04:23:13.000Z,Thursday,137000,359,1,False,https://www.instagram.com/p/BYueuISgff5/?taken-by=talk_to_the_paw,0,1722,2309,night
talk_to_the_paw,Ding Dong doesn't want to go to school tomorrow. #IgnoranceIsBliss #StupidityIsJustStupid #OsvaldTheHidden,2017-09-05T02:43:15.000Z,Tuesday,137000,359,3,True,https://www.instagram.com/p/BYpJsPtg-6h/?taken-by=talk_to_the_paw,0,1722,12980,night
talk_to_the_paw,"The best selfies are always a little off center!
@on2pets #GimmeThatTree #on2pets",2017-09-03T22:34:11.000Z,Sunday,137000,359,2,False,https://www.instagram.com/p/BYmIZJ3gMPk/?taken-by=talk_to_the_paw,1,1722,1319,night
talk_to_the_paw,I got tired of listening to Osvald go on and on about his bunny paws so I threatened to sit on him. #OsvaldTheShocked,2017-09-02T04:06:33.000Z,Saturday,137000,359,1,False,https://www.instagram.com/p/BYhk1sXAP5Z/?taken-by=talk_to_the_paw,0,1722,1992,night
talk_to_the_paw,#TBT to when I had that job as a bottle opener. #WhoNeedsTeethWhenYouCanHaveWine,2017-09-01T03:20:47.000Z,Friday,137000,359,2,False,https://www.instagram.com/p/BYe6zolAftf/?taken-by=talk_to_the_paw,0,1722,1258,night
talk_to_the_paw,"Osvald is praising the cat gods that our friend @cassondralouise has made it safely to higher ground in Texas! Our thoughts and prayers are with all those affected by hurricane Harvey! ??
#OsvaldTheThankful",2017-08-31T02:26:20.000Z,Thursday,137000,359,1,False,https://www.instagram.com/p/BYcPx-vAvsL/?taken-by=talk_to_the_paw,1,1722,1809,night
talk_to_the_paw,"Excuse me...coming through...pardon me...outta my way....
#OsvaldTheRoadblock",2017-08-30T03:00:25.000Z,Wednesday,137000,359,1,True,https://www.instagram.com/p/BYZu4rsgqIj/?taken-by=talk_to_the_paw,0,1722,1706,night
talk_to_the_paw,Is it just me or does Osvald look particularly delicious today? #OsvaldThe? #ChickenLegs,2017-08-29T03:15:27.000Z,Tuesday,137000,359,2,False,https://www.instagram.com/p/BYXLz_5gvR5/?taken-by=talk_to_the_paw,0,1722,2827,night
teavanatea,"Handpicked moments in life steeped in quality, experience, and adventure. #topshelftea #handpicked #quality #darljeelingdetriomphe #grandparentsday #bestofthebest #teavanalife",2017-09-10T21:21:56.000Z,Sunday,136000,114,7,False,https://www.instagram.com/p/BY4BsEwDtXl/?taken-by=teavanatea,0,602,894,night
teavanatea,"And just like that, Fall faves are BACK! Perfect sips to revel in early sunsets. ?",2017-09-05T22:57:03.000Z,Tuesday,136000,114,0,False,https://www.instagram.com/p/BYrUmZJjN95/?taken-by=teavanatea,0,602,1953,night
teavanatea,"Thirsty Thursday – shake it up with this Raspberry Limeade Cooler Recipe.
*
*
*
Recipe: Add tea, rock sugar and hot water [205F?] into the Perfectea® Maker and steep for 5 minutes. When done brewing, flash-chill, then immediately strain ice cubes. Combine gin, ice and chilled tea in a cocktail shaker and shake; in a glass tumbler, muddle raspberries, add ice and pour. Top it off with a drizzle of balsamic vinegar and a dash of lime zest. Cheers!",2017-08-31T22:50:37.000Z,Thursday,136000,114,0,True,https://www.instagram.com/p/BYeb47sjnmo/?taken-by=teavanatea,0,602,5984,night
teavanatea,Seize the (final) summer moments with our refreshing Summer Lemonade iced tea in your hand ??,2017-08-29T18:46:26.000Z,Tuesday,136000,114,0,False,https://www.instagram.com/p/BYY2WsRDaOy/?taken-by=teavanatea,0,602,1257,evening
teavanatea,Blueberry Lemonade iced tea: the ultimate summer bike ride companion.??,2017-08-27T19:16:50.000Z,Sunday,136000,114,0,False,https://www.instagram.com/p/BYTwPmZDvQN/?taken-by=teavanatea,0,602,1517,night
teavanatea,"It’s #NationalDogDay, so we know exactly how we’re celebrating: a long walk in the park with our BFF. ?",2017-08-26T18:04:51.000Z,Saturday,136000,114,1,False,https://www.instagram.com/p/BYRDNfaDo5D/?taken-by=teavanatea,0,602,1908,evening
teavanatea,"The ultimate lemonade combo is easy, peasy lemon squeezy with our Blueberry Lemonade iced tea. ?",2017-08-24T17:04:09.000Z,Thursday,136000,114,0,False,https://www.instagram.com/p/BYLyrMOj52S/?taken-by=teavanatea,0,602,1983,evening
teavanatea,It’s time for one last summer hoorah. We’re offering 30-75% off select tea and teaware. Tap the link in our bio or visit your local Teavana to fill up on your summer faves!,2017-08-22T21:20:26.000Z,Tuesday,136000,114,0,False,https://www.instagram.com/p/BYHGahOD0Q6/?taken-by=teavanatea,0,602,1003,night
teavanatea,Speechless. ? #Eclipse2017,2017-08-21T14:15:18.000Z,Monday,136000,114,1,False,https://www.instagram.com/p/BYDw91yjhbG/?taken-by=teavanatea,0,602,2649,midday
teavanatea,? + ? = ?. Sip on our Hot Pink Lemonade iced tea for #NationalLemonadeDay to make your summer *that* much more refreshing.,2017-08-20T20:07:52.000Z,Sunday,136000,114,1,True,https://www.instagram.com/p/BYB0hRTD6Bj/?taken-by=teavanatea,0,602,6813,night
teavanatea,Weekend jumpstart: Blueberry Lemonade + organic Matcha,2017-08-17T20:02:33.000Z,Thursday,136000,114,0,False,https://www.instagram.com/p/BX6Fhu3DrJh/?taken-by=teavanatea,0,602,1163,night
teavanatea,Where do you #teavanalife? ?: @a_rawrr,2017-08-16T23:00:38.000Z,Wednesday,136000,114,1,False,https://www.instagram.com/p/BX31HHUDvDe/?taken-by=teavanatea,1,602,1844,night
porter_the_golden,summer: good til the last dip ?,2017-09-11T00:29:56.000Z,Monday,135000,718,0,False,https://www.instagram.com/p/BY4XNGEjSN_/?taken-by=porter_the_golden,0,1184,2274,night
porter_the_golden,"thinking about all my furry friends in houston, florida and beyond. may peace and sunshine return to your homes soon. click the link in my bio to donate to the @humanesociety. they need our help now more than ever.",2017-09-10T15:23:37.000Z,Sunday,135000,718,0,False,https://www.instagram.com/p/BY3Yrv0jCOF/?taken-by=porter_the_golden,1,1184,4312,midday
porter_the_golden,do these radishes make my fluffbutt look big? ??,2017-09-09T16:57:48.000Z,Saturday,135000,718,0,False,https://www.instagram.com/p/BY0-qtMj4ZZ/?taken-by=porter_the_golden,0,1184,2925,evening
porter_the_golden,patio season isn't over til i say it's over.,2017-09-08T22:55:40.000Z,Friday,135000,718,0,True,https://www.instagram.com/p/BYzC06cDudk/?taken-by=porter_the_golden,0,1184,22568,night
porter_the_golden,"when someone says it's too early for pumpkin spice, and you realize you don't need that kind of negativity in your life ???",2017-09-07T15:35:05.000Z,Thursday,135000,718,0,False,https://www.instagram.com/p/BYvrnGojtVN/?taken-by=porter_the_golden,0,1184,4036,midday
porter_the_golden,comin' in hot ?,2017-09-07T00:15:21.000Z,Thursday,135000,718,0,True,https://www.instagram.com/p/BYuCWzaj5_X/?taken-by=porter_the_golden,0,1184,7302,night
porter_the_golden,the only labor i did today was pouring myself this glass of wine ? ?? #LDW,2017-09-04T22:25:22.000Z,Monday,135000,718,1,False,https://www.instagram.com/p/BYosLa0jljY/?taken-by=porter_the_golden,0,1184,3190,night
porter_the_golden,as we sail into the mystic ??,2017-09-03T19:27:24.000Z,Sunday,135000,718,0,False,https://www.instagram.com/p/BYlzBJFDJYn/?taken-by=porter_the_golden,0,1184,2512,night
porter_the_golden,saturdays are for the sand???,2017-09-02T14:53:02.000Z,Saturday,135000,718,0,False,https://www.instagram.com/p/BYiu0rijYAE/?taken-by=porter_the_golden,0,1184,3136,midday
porter_the_golden,"i'll be up up and away, up up and @away ?? who's packed up and ready for the long weekend? #travelaway",2017-09-01T14:28:58.000Z,Friday,135000,718,1,False,https://www.instagram.com/p/BYgHRg0DNil/?taken-by=porter_the_golden,1,1184,2397,midday
porter_the_golden,i'm outdoorsy in that i like drinking on patios.,2017-08-31T01:50:55.000Z,Thursday,135000,718,0,False,https://www.instagram.com/p/BYcLuhyjoa_/?taken-by=porter_the_golden,0,1184,6366,night
porter_the_golden,nobody puts baby on a leash.,2017-08-29T01:00:55.000Z,Tuesday,135000,718,0,False,https://www.instagram.com/p/BYW8amDjSYN/?taken-by=porter_the_golden,0,1184,4285,night
rebeccalouisefitness,Morning workouts at @cavotagoomykonos ?? did you get your sweat on today? #icanfeeltheburnrebecca #ralphies,2017-09-11T08:46:18.000Z,Monday,132000,1222,2,False,https://www.instagram.com/p/BY5QAlPgQIq/?taken-by=rebeccalouisefitness,1,910,3273,morning
rebeccalouisefitness,"Want to know how to exercise for increased bust size? ? This workout focuses on building up your chest muscles for a firmer, lifted appearance ? Full link in bio!

1?? ARMS OUT, IN, & DOWN
While standing with feet firmly planted, hold weights in both hands and bring arms out to the side (horizontal to chest), then up & in (with forearms vertical to ground), and drop forearms down. Repeat this series of 3!
2?? SIDE ARM EXTENSIONS
Hold weights in both hands and stand with feet hip-width apart, hips tucked beneath torso. Keep that back straight, no arch! Bring arms out to side, about to shoulder height, then lower back down and in towards pelvis.
3?? ALTERNATING FORWARD PUNCHES
Stand with feet slightly wider than hip distance, weights in both hands and held in at your core. Twist torso to one side and ""punch"" with outside hand at about shoulder height while twisting with leg on that same side. Alternate twists!
Although you can't actually ""grow"" your boobs through exercise alone, this workout will have you feeling great about your bod ? Drop your questions/comments below & let me know how you're feeling about this workout! ??",2017-09-10T20:31:14.000Z,Sunday,132000,1222,0,True,https://www.instagram.com/p/BY374udgWYC/?taken-by=rebeccalouisefitness,0,910,18561,night
rebeccalouisefitness,Happy Birthday to this handsome chap ? @freemancory hope you enjoy your week in Mykonos for turning 31! Love you lots and can't wait to share all your birthdays with you ?? #birthday,2017-09-09T11:50:19.000Z,Saturday,132000,1222,1,False,https://www.instagram.com/p/BY0bekzAj3F/?taken-by=rebeccalouisefitness,1,910,6513,midday
rebeccalouisefitness,My Baywatch moment at @cavotagoomykonos ?? #mykonos,2017-09-07T20:51:18.000Z,Thursday,132000,1222,1,False,https://www.instagram.com/p/BYwPzGoAyJe/?taken-by=rebeccalouisefitness,1,910,6391,night
rebeccalouisefitness,Arrived in Mykonos ??? Does anyone live here or have any recommendations?! Thank you in advance ? more workouts coming from here! #Greece #mykonos,2017-09-07T12:57:02.000Z,Thursday,132000,1222,2,False,https://www.instagram.com/p/BYvZhhygvcH/?taken-by=rebeccalouisefitness,0,910,3915,midday
rebeccalouisefitness,Last week at the races ? I was up on the first race and then it all went downhill! ?? of you had a race horse what would you call them?! #races #horses @lulus #lulus,2017-09-07T04:48:47.000Z,Thursday,132000,1222,3,False,https://www.instagram.com/p/BYuhpcIgIi_/?taken-by=rebeccalouisefitness,1,910,4311,night
rebeccalouisefitness,"No time to lay down, I have something else coming for you! ? If you have just joined this page, we send you a big welcome to all our new #ralphies ??",2017-09-06T11:45:50.000Z,Wednesday,132000,1222,1,False,https://www.instagram.com/p/BYsslGtAVaY/?taken-by=rebeccalouisefitness,0,910,3708,midday
rebeccalouisefitness,Did anyone see what @siralphie did in the new How to Get Abs workout?! ?? Everyone in the room couldn't stop laughing! #bestmoment,2017-09-05T15:33:48.000Z,Tuesday,132000,1222,1,False,https://www.instagram.com/p/BYqh34vA1aW/?taken-by=rebeccalouisefitness,1,910,4391,midday
rebeccalouisefitness,"Today's routine is 15 minutes full of abdominal fat-blasting moves that are going to have you toned in no time ? Get ready to feel the belly burn and make that six pack happen! Full link in bio ?

1?? FULL SIT-UPS WITH TWIST
While laying on your back, plant feet on ground with knees bent. Lift your torso up towards your knees (pulling from the core rather than straining neck or shoulders) and twist to the left & right. Slowly lower back down with engaged abs!

2?? DIAMOND SIT-UPS
Sit with feet touching each other, knees out to sides. Lower your torso down to the floor, then lift back up while bringing feet & knees in towards your torso and hands & arms in front of you (above shins). Hold squeezing for a moment and slowly lower back down.
3?? RUSSIAN TWIST
Sit with one foot planted on the floor and one leg extended straight out in front of you, lifted off of the ground. With your torso at a 45 degree angle, grip a weight towards your center with both hands and twist from side to side while engaging abdominal muscles.
What's your favorite flat-abs exercise? Drop a comment and let me know how you like the workout! ?",2017-09-03T19:47:55.000Z,Sunday,132000,1222,0,True,https://www.instagram.com/p/BYl1XVJgY5R/?taken-by=rebeccalouisefitness,0,910,20107,night
rebeccalouisefitness,"Layered Protein Smoothies are a fun & delicious way to incorporate essential nutrients into your diet! You can even add a vanilla layer for a neapolitan smoothie, or change up my protein powder flavors however you like for extra variety! ???Check out my nutrition plan on my site to get the protein I use!
HOW TO MAKE IT:
Frozen bananas
Almond milk (or alternative milk of your choice)
Strawberry Protein Powder
Chocolate Protein Powder
Water
- Blend Strawberry protein powder with frozen bananas and water until desired consistency, set aside.
- Blend Chocolate protein powder with frozen bananas and almond milk until desired consistency.
- Layer both mixtures in a glass so that you get a different taste with every sip!
- Decorate with fruit! And a fun straw always makes drinking these a little more delightful ?? Check out my Nutrition Plan for more healthy snack options! ?",2017-09-03T02:35:46.000Z,Sunday,132000,1222,0,True,https://www.instagram.com/p/BYj_Ptkgj3D/?taken-by=rebeccalouisefitness,0,910,9695,night
rebeccalouisefitness,"We are LIVE! Head on over to check out the New website! ??? www.Rebecca-Louise.com
I hope you love it as much as I do! ?? Thank you so much for your patience, we had a lot of technical issues along the way!
Are You A Current Members of 30 Day Get Fit? ?? You do not have to re enter your card details and sign up again. Click on 'SIGN UP'. On this page there will be a separate button for you to click that says 'CURRENT MEMBER'. Click this. Then it will take you to creating your own log in and password! We will then verify you and you will have access ?? if you are still having issues please email customerservice@rebecca-louise.com",2017-09-02T16:50:14.000Z,Saturday,132000,1222,0,False,https://www.instagram.com/p/BYi8PG3AUIM/?taken-by=rebeccalouisefitness,1,910,2962,evening
rebeccalouisefitness,"UPDATE! Thank you all so much for your patience with the website ?? My team have been working ALL through the night, I set my alarm every hour to check in with them. So grateful for my awesome and talented team ? It's because the new site is so epic and full of amazing content that it took us a little longer to transfer ? Almost there! Love you all so much! .
.
Are You A Current Members of 30 Day Get Fit? ?? You do not have to re enter your card details and sign up again. Click on 'SIGN IN'. On this page there will be a separate button for you to click that says 'CURRENT MEMBER'. Click this. Then it will take you to creating your own log in and password! We will then verify you and you will have access ??",2017-09-01T15:06:51.000Z,Friday,132000,1222,0,False,https://www.instagram.com/p/BYgLnF5A9FN/?taken-by=rebeccalouisefitness,0,910,3359,midday
mensflair,@samwines_,2017-08-28T19:39:04.000Z,Monday,131000,13,0,False,https://www.instagram.com/p/BYWXlT8HQt1/?taken-by=mensflair,1,210,633,night
mensflair,@gmk001,2017-08-27T19:38:03.000Z,Sunday,131000,13,0,False,https://www.instagram.com/p/BYTyq-1n2WX/?taken-by=mensflair,1,210,809,night
mensflair,Winning. ? @garrettjgreer,2017-08-27T19:37:03.000Z,Sunday,131000,13,0,False,https://www.instagram.com/p/BYTyjrwHb5c/?taken-by=mensflair,1,210,2078,night
mensflair,#KeanuReeves ?,2017-08-27T19:36:03.000Z,Sunday,131000,13,1,False,https://www.instagram.com/p/BYTycZLnx_i/?taken-by=mensflair,0,210,976,night
mensflair,@cristiano ?,2017-08-27T13:36:03.000Z,Sunday,131000,13,0,False,https://www.instagram.com/p/BYTJPmtnKBH/?taken-by=mensflair,1,210,510,midday
mensflair,@whatmyboyfriendwore,2017-08-27T12:38:03.000Z,Sunday,131000,13,0,False,https://www.instagram.com/p/BYTCmzwnkA1/?taken-by=mensflair,1,210,495,midday
mensflair,Velvet 488 GTB. ? ? @camille.photocars,2017-08-27T10:39:03.000Z,Sunday,131000,13,0,False,https://www.instagram.com/p/BYS0_RInQRv/?taken-by=mensflair,1,210,821,morning
mensflair,@sergioramos ?,2017-08-27T06:39:03.000Z,Sunday,131000,13,0,False,https://www.instagram.com/p/BYSZhb9ndjI/?taken-by=mensflair,1,210,442,morning
mensflair,@evvade_,2017-08-26T21:37:03.000Z,Saturday,131000,13,0,False,https://www.instagram.com/p/BYRbfvSntX2/?taken-by=mensflair,1,210,422,night
mensflair,@krupinaa,2017-08-26T20:36:03.000Z,Saturday,131000,13,0,False,https://www.instagram.com/p/BYRUg8eHCvA/?taken-by=mensflair,1,210,960,night
mensflair,"Mayweather or McGregor? ________________________________________________
#thedapperhaus #mensfashionreport #mensfashion #mensstyle #fashionpost #gq #sprezza #luxurylifestyle #gentleman #classy #dapper #menswear #fashion #style #mayweather #boss #tmt #moneymay #floydmayweather #moda #upscale #mayweather #suitandtie #maymac #mcgregor #conormcgregor #mcgregorvsmayweather",2017-08-26T19:35:03.000Z,Saturday,131000,13,27,False,https://www.instagram.com/p/BYRNiHsHIr9/?taken-by=mensflair,0,210,1634,night
mensflair,AMG GTR by @james_hphotography,2017-07-30T19:48:04.000Z,Sunday,131000,13,0,False,https://www.instagram.com/p/BXLtj3WjGTi/?taken-by=mensflair,1,210,1237,night
laceybaier,"I'm SO excited it's getting to be #soup season! This cream of broccoli soup is a shockingly easy and delicious soup.  It's ready in just 25 minutes and is so flavorful, you wont even believe it doesn't have cream.  So simple, yet so yummy!?
?
Yep: no-cream cream of #broccoli! ?
?
Get the recipe on the blog homepage (direct link in @ profile)",2017-09-11T13:06:15.000Z,Monday,131000,613,2,False,https://www.instagram.com/p/BY5twcYn3II/?taken-by=laceybaier,1,1198,473,midday
laceybaier,"So excited the Fall is upon us and that means it's creamy tomato soup time!!?
?
This recipe is SO EASY and redonk delicious - plus easily vegan/vegetarian AND it freezes well. An oldie but a goodie, for sure.?
?
Recipe link in @ profile.?
?
What Fall foods are you most looking forward to?",2017-09-09T16:34:13.000Z,Saturday,131000,613,0,True,https://www.instagram.com/p/BY0798AnWzL/?taken-by=laceybaier,1,1198,49087,evening
laceybaier,"This easy Cilantro Lime Chicken recipe is quick to make and has tons of flavor. Perfect chicken marinade for grilling, baking, or sautéing and freezes well, too.
.
This is my absolute favorite chicken marinade recipe. And I have a ton of them.

Not only does it result in tender, juicy chicken every time, it’s also so simple to make. It comes together very easily and freezes well, too. I like to prepare the marinade in a 1 quart freezer bag and add the chicken to marinate. That way, if I don’t get to cooking it in time, I can toss it in the freezer and defrost at a later date.
.
I’ve baked, grilled, and sauteed with this marinade and all work perfectly. It’s a no-fail recipe, for sure.
.
Recipe #ontheblog (link in @ profile).",2017-09-07T13:06:08.000Z,Thursday,131000,613,1,False,https://www.instagram.com/p/BYvakIjn5eQ/?taken-by=laceybaier,1,1198,996,midday
laceybaier,"""I can't eat healthy because I love bread and baked goods too much..."" Does this sound familiar? If so, I have super good news for you. Clean eating doesn't remove breads or baked goods - you just need to use healthy unrefined replacements! ?
?
Try these healthy banana chocolate chip muffins and let me know what you think. They're clean. They have no refined flour, no refined sugar, no oil, and can easily be made vegan (with instructions on how to do so). ?
?
I know you're gonna love them and clean eating if you give it a try! Let me show you how to get started.?
?
Get the full recipe here:https://www.asweetpeachef.com/healthy-banana-chocolate-chip-muffins/ (link in @ profile)?
?
xoxo",2017-09-05T16:16:24.000Z,Tuesday,131000,613,0,False,https://www.instagram.com/p/BYqmv_Tnq38/?taken-by=laceybaier,1,1198,1405,evening
laceybaier,"LOVE! These easy Stuffed Bell Peppers are a hearty but healthy comfort food from my childhood that can be made ahead for an easy weeknight meal. Perfect for left-overs and freezing, too! ?
?
What are some of your favorite childhood meals you wish could be made healthier??
?
Link in @ profile.?
?
xoxo",2017-09-04T13:22:57.000Z,Monday,131000,613,0,True,https://www.instagram.com/p/BYnuGsUnMQU/?taken-by=laceybaier,1,1198,14656,midday
laceybaier,"We can put so much pressure on ourselves to eat well, look good, and be healthy that we lose track of our real purpose. This causes us to beat ourselves up, over and over, with every ""mistake"" we make. Every calorie we went over on our meal plan. Every mile we didn't run.
.
Remember to breathe. Forget mirrors. Forget scales. Forget the notion of beauty or of being fit. Bring it back in. Remember this lifestyle is for you to LOVE YOU and the process of nourishing who you are. ??",2017-09-03T19:54:43.000Z,Sunday,131000,613,0,False,https://www.instagram.com/p/BYl2JInnYdq/?taken-by=laceybaier,0,1198,1327,night
laceybaier,"Kickin' up the tater tot game over here with @jacksonshonest! :) These crispy baked sweet potato tots are perfectly sweet, crunchy, and especially delicious when dipped into the greek yogurt dip. Oh my, so very good! #ad?
?
Make these if you want to win at your #LaborDay #BBQ is all I'm saying.?
?
Get the full recipe at bit.ly/2eNxQXr (direct link in @ profile).",2017-09-02T13:10:34.000Z,Saturday,131000,613,3,True,https://www.instagram.com/p/BYijGSDnRZ_/?taken-by=laceybaier,2,1198,25508,midday
laceybaier,"One of the most common questions I get asked is what quick and family-friendly weeknight dinner recipes I have. So I put together 35 of my most favorite Easy Weeknight Dinners to help get you through the week.?
?
Get all 35 recipes at asweetpeachef.com (direct link in @ profile).?
?
These recipes are quick, easy, dependable, and healthy.?
?
#dinner #weeknightdinner #mealplanning #mealprep",2017-08-31T13:03:39.000Z,Thursday,131000,613,4,False,https://www.instagram.com/p/BYdYt16hCOM/?taken-by=laceybaier,1,1198,497,midday
laceybaier,"Bored of chicken? With these #chicken marinades, you’ll have all sorts of flavor and variety to spice up that bland chicken dinner! Get tips for how to marinate chicken and how to freeze marinated chicken plus 7 great chicken marinade recipes. ?
?
Yep, I've shared 7 new easy marinades for you to try (and they all are freezer friendly!), all in one blog post.?
?
Get the full recipes on the A Sweet Pea Chef homepage (direct link in @ profile)",2017-08-29T13:07:48.000Z,Tuesday,131000,613,1,True,https://www.instagram.com/p/BYYPmbUHQgH/?taken-by=laceybaier,1,1198,20342,midday
laceybaier,"I think I could eat these Baked Parmesan Zucchini And Squash Spears all day every day. They're super easy to make, only require a few ingredients I almost always have on hand anyways, and are quite possibly the tastiest veggie side ever. ?
?
These babies go great with any protein, but I particularly like them with simple roasted meats, like chicken, pork, and steak. ?
?
Seriously - try them for yourself and let me know what you think!?
?
Get the full recipe on the asweetpeachef.com homepage today or use the direct link in my @ profile.",2017-08-27T15:50:48.000Z,Sunday,131000,613,0,False,https://www.instagram.com/p/BYTYqkJnFt0/?taken-by=laceybaier,1,1198,788,midday
laceybaier,"Since we're staying safe indoors for the next few days, I'm thinking these comforting Sweet Potato Rolls might make everyone happy (assuming our power doesn't go out!). Thanks to everyone for checking in on us - we are safe in #Austin and just weathering the strong winds, heavy rain, and possible flooding. Wishing everyone in the path of #hurricaneharvey safety. ? It's crazy out there!
.
Link in @ profile for this recipe.",2017-08-26T17:36:32.000Z,Saturday,131000,613,2,True,https://www.instagram.com/p/BYQ_-EKn2C3/?taken-by=laceybaier,1,1198,22390,evening
laceybaier,"Happy Friday! Power through the last day of the week with the Pink Power #Protein #Smoothie. It's full of goodness, including fresh beets, flaxseed meal, and strawberries.
.
Full recipe link in @ profile ?",2017-08-25T13:05:02.000Z,Friday,131000,613,2,True,https://www.instagram.com/p/BYN8GvwHug8/?taken-by=laceybaier,1,1198,17148,midday
mrjunho3,"??????? if you ???????. My friends at @birdicorngolf creates innovative products (and some nice hats!) for golfers around the world. Check them out! Also, please rate this outfit 1-10 below! ??
Jacket: @forever21 #sponsored
Jeans: @uniqlousa
Shoes: @greatsbrand The Royale
•
•
•
•
•
•
#menstyle #lastyle #mensfashion #adidas #forever21 #gap #asos #hm #kicksonfire #jcrew #nikeshoes #expressmen #nikeairmax #adidasnmd #adidasyeezy #kickstagram #japanesestyle #streetstyle #nyfashion #adidasoriginals #minimal #urbanwear #streetfashion #denim #athleisure #urbanoutfitters #nicekicks",2017-09-11T15:48:24.000Z,Monday,129000,50,28,False,https://www.instagram.com/p/BY6AUJCjxwM/?taken-by=mrjunho3,4,338,3552,midday
mrjunho3,"It was a perfect day to rock my new @thecomponentman ""smoke"" shades ? Please rate this outfit 1-10 below! ??
Shirt: @adidasoriginals
Phone case: @telecomlifestylefashion
Jeans: @gap
Shoes: @adidas NMD Triple White Japan Boost
•
•
•
•
•
•
#menstyle #lastyle #mensfashion #adidas #forever21 #gap #asos #hm #kicksonfire #jcrew #nikeshoes #expressmen #nikeairmax #adidasnmd #adidasyeezy #kickstagram #japanesestyle #streetstyle #nyfashion #adidasoriginals #minimal #urbanwear #streetfashion #denim #athleisure #urbanoutfitters #nicekicks",2017-09-11T02:48:03.000Z,Monday,129000,50,27,False,https://www.instagram.com/p/BY4nAnnjg76/?taken-by=mrjunho3,5,338,3579,night
